1 0 3.552 3.378
2 0 4.19 3.378
3 0 4.1 3.73
4 0 3.978 4.034
5 0 3.734 4.34
6 0 3.476 4.554
7 0 3.188 4.736
8 0 2.824 4.874
9 0 2.444 4.934
10 0 2.08 4.934
11 0 1.746 4.89
12 0 1.306 4.768
13 0 0.942 4.562
14 0 0.594 4.258
15 0 0.318 3.852
16 0 0.15 3.44
17 0 0.03 3.012
18 0 0 2.57
19 0 0.03 2.158
20 0 0.09 1.7
21 0 0.198 1.3
22 0 0.4 0.832
23 0 0.67 0.474
24 0 0.986 0.236
25 0 1.35 0.038
26 0 1.746 -0.07
27 0 2.202 -0.1
28 0 2.612 -0.054
29 0 3.066 0.082
30 0 3.4 0.282
31 0 3.69 0.51
32 0 3.918 0.816
33 0 4.054 1.06
34 0 4.19 1.41
35 0 4.252 1.792
36 0 3.598 1.792
37 0 3.554 1.478
38 0 3.43 1.16
39 0 3.248 0.892
40 0 2.98 0.67
41 0 2.654 0.514
42 0 2.236 0.444
43 0 1.88 0.466
44 0 1.57 0.56
45 0 1.306 0.724
46 0 1.032 1.044
47 0 0.856 1.37
48 0 0.726 1.798
49 0 0.668 2.264
50 0 0.678 2.694
51 0 0.726 3.076
52 0 0.85 3.424
53 0 1.012 3.768
54 0 1.26 4.034
55 0 1.538 4.228
56 0 1.856 4.352
57 0 2.22 4.384
58 0 2.6 4.352
59 0 2.91 4.258
60 0 3.218 4.066
61 0 3.462 3.73
62 1 4.1 3.73
63 1 4.19 3.378
64 1 3.552 3.378
65 1 3.462 3.73
66 1 3.218 4.066
67 1 2.91 4.258
68 1 2.6 4.352
69 1 2.22 4.384
70 1 1.856 4.352
71 1 1.538 4.228
72 1 1.26 4.034
73 1 1.012 3.768
74 1 0.85 3.424
75 1 0.726 3.076
76 1 0.678 2.694
77 1 0.668 2.264
78 1 0.726 1.798
79 1 0.856 1.37
80 1 1.032 1.044
81 1 1.306 0.724
82 1 1.57 0.56
83 1 1.88 0.466
84 1 2.236 0.444
85 1 2.654 0.514
86 1 2.98 0.67
87 1 3.248 0.892
88 1 3.43 1.16
89 1 3.554 1.478
90 1 3.598 1.792
91 1 4.252 1.792
92 1 4.19 1.41
93 1 4.054 1.06
94 1 3.918 0.816
95 1 3.69 0.51
96 1 3.4 0.282
